"Plot Title: 21658049"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 21658049, SEN S/N: 21658049)","Temp, °F (LGR S/N: 21658049, SEN S/N: 21658049)","Coupler Attached (LGR S/N: 21658049)","Host Connected (LGR S/N: 21658049)","Coupler Detached (LGR S/N: 21658049)","End Of File (LGR S/N: 21658049)"
1409,04/19/23 06:20:00 AM,9.25,68.36,,,,
1410,04/19/23 06:25:00 AM,9.25,68.32,,,,
1411,04/19/23 06:30:00 AM,9.25,68.29,,,,
1412,04/19/23 06:35:00 AM,9.26,68.25,,,,
1413,04/19/23 06:40:00 AM,9.26,68.25,,,,
1414,04/19/23 06:45:00 AM,9.26,68.22,,,,
1415,04/19/23 06:50:00 AM,9.27,68.18,,,,
1416,04/19/23 06:55:00 AM,9.27,68.14,,,,
1417,04/19/23 07:00:00 AM,9.27,68.11,,,,
1418,04/19/23 07:05:00 AM,9.27,68.07,,,,
1419,04/19/23 07:10:00 AM,9.28,68.04,,,,
1420,04/19/23 07:15:00 AM,9.29,68.00,,,,
1421,04/19/23 07:20:00 AM,9.29,67.96,,,,
1422,04/19/23 07:25:00 AM,9.29,67.96,,,,
1423,04/19/23 07:30:00 AM,9.29,67.93,,,,
1424,04/19/23 07:35:00 AM,9.29,67.89,,,,
1425,04/19/23 07:40:00 AM,9.29,67.86,,,,
1426,04/19/23 07:45:00 AM,9.30,67.82,,,,
1427,04/19/23 07:50:00 AM,9.31,67.82,,,,
1428,04/19/23 07:55:00 AM,9.31,67.78,,,,
1429,04/19/23 08:00:00 AM,9.31,67.78,,,,
1430,04/19/23 08:05:00 AM,9.31,67.75,,,,
1431,04/19/23 08:10:00 AM,9.31,67.75,,,,
1432,04/19/23 08:15:00 AM,9.32,67.71,,,,
1433,04/19/23 08:20:00 AM,9.32,67.71,,,,
1434,04/19/23 08:25:00 AM,9.32,67.71,,,,
1435,04/19/23 08:30:00 AM,9.32,67.71,,,,
1436,04/19/23 08:35:00 AM,9.32,67.71,,,,
1437,04/19/23 08:40:00 AM,9.31,67.71,,,,
1438,04/19/23 08:45:00 AM,9.33,67.71,,,,
1439,04/19/23 08:50:00 AM,9.31,67.71,,,,
1440,04/19/23 08:55:00 AM,9.32,67.71,,,,
1441,04/19/23 09:00:00 AM,9.32,67.71,,,,
1442,04/19/23 09:05:00 AM,9.32,67.71,,,,
1443,04/19/23 09:10:00 AM,9.32,67.71,,,,
1444,04/19/23 09:15:00 AM,9.33,67.71,,,,
1445,04/19/23 09:20:00 AM,9.32,67.71,,,,
1446,04/19/23 09:25:00 AM,9.32,67.75,,,,
1447,04/19/23 09:30:00 AM,9.32,67.75,,,,
1448,04/19/23 09:35:00 AM,9.32,67.75,,,,
1449,04/19/23 09:40:00 AM,9.32,67.75,,,,
1450,04/19/23 09:45:00 AM,9.32,67.78,,,,
1451,04/19/23 09:50:00 AM,9.33,67.78,,,,
1452,04/19/23 09:55:00 AM,9.31,67.82,,,,
1453,04/19/23 10:00:00 AM,9.31,67.86,,,,
1454,04/19/23 10:05:00 AM,9.31,67.93,,,,
1455,04/19/23 10:10:00 AM,9.30,67.96,,,,
1456,04/19/23 10:15:00 AM,9.29,68.04,,,,
1457,04/19/23 10:20:00 AM,9.29,68.07,,,,
1458,04/19/23 10:25:00 AM,9.28,68.14,,,,
1459,04/19/23 10:30:00 AM,9.27,68.22,,,,
1460,04/19/23 10:35:00 AM,9.26,68.29,,,,
1461,04/19/23 10:40:00 AM,9.26,68.40,,,,
1462,04/19/23 10:45:00 AM,9.25,68.47,,,,
1463,04/19/23 10:50:00 AM,9.23,68.54,,,,
1464,04/19/23 10:55:00 AM,9.23,68.65,,,,
1465,04/19/23 11:00:00 AM,9.20,68.72,,,,
1466,04/19/23 11:05:00 AM,9.19,68.79,,,,
1467,04/19/23 11:10:00 AM,9.19,68.90,,,,
1468,04/19/23 11:15:00 AM,9.18,68.97,,,,
1469,04/19/23 11:20:00 AM,9.17,69.04,,,,
1470,04/19/23 11:25:00 AM,9.15,69.12,,,,
1471,04/19/23 11:30:00 AM,9.16,69.19,,,,
1472,04/19/23 11:35:00 AM,9.15,69.22,,,,
1473,04/19/23 11:40:00 AM,9.15,69.30,,,,
1474,04/19/23 11:45:00 AM,9.14,69.33,,,,
1475,04/19/23 11:50:00 AM,9.15,69.33,,,,
1476,04/19/23 11:55:00 AM,9.14,69.37,,,,
1477,04/19/23 12:00:00 PM,9.15,69.40,,,,
1478,04/19/23 12:05:00 PM,9.14,69.40,,,,
1479,04/19/23 12:10:00 PM,9.14,69.40,,,,
1480,04/19/23 12:15:00 PM,9.14,69.44,,,,
1481,04/19/23 12:20:00 PM,9.15,69.44,,,,
1482,04/19/23 12:25:00 PM,9.15,69.44,,,,
1483,04/19/23 12:30:00 PM,9.15,69.44,,,,
1484,04/19/23 12:35:00 PM,9.15,69.48,,,,
1485,04/19/23 12:40:00 PM,9.15,69.48,,,,
1486,04/19/23 12:45:00 PM,9.15,69.48,,,,
1487,04/19/23 12:50:00 PM,9.16,69.48,,,,
1488,04/19/23 12:55:00 PM,9.15,69.48,,,,
1489,04/19/23 01:00:00 PM,9.16,69.44,,,,
1490,04/19/23 01:05:00 PM,9.15,69.44,,,,
1491,04/19/23 01:10:00 PM,9.17,69.44,,,,
1492,04/19/23 01:15:00 PM,9.17,69.44,,,,
1493,04/19/23 01:20:00 PM,9.17,69.44,,,,
1494,04/19/23 01:25:00 PM,9.16,69.44,,,,
1495,04/19/23 01:30:00 PM,9.16,69.44,,,,
1496,04/19/23 01:35:00 PM,9.17,69.44,,,,
1497,04/19/23 01:40:00 PM,9.16,69.44,,,,
1498,04/19/23 01:45:00 PM,9.17,69.44,,,,
1499,04/19/23 01:50:00 PM,9.17,69.44,,,,
1500,04/19/23 01:55:00 PM,9.16,69.44,,,,
1501,04/19/23 02:00:00 PM,9.17,69.44,,,,
1502,04/19/23 02:05:00 PM,9.17,69.44,,,,
1503,04/19/23 02:10:00 PM,9.17,69.44,,,,
1504,04/19/23 02:15:00 PM,9.17,69.40,,,,
1505,04/19/23 02:20:00 PM,9.17,69.40,,,,
1506,04/19/23 02:25:00 PM,9.17,69.40,,,,
1507,04/19/23 02:30:00 PM,9.17,69.40,,,,
1508,04/19/23 02:35:00 PM,9.17,69.40,,,,
1509,04/19/23 02:40:00 PM,9.18,69.40,,,,
1510,04/19/23 02:45:00 PM,9.19,69.40,,,,
1511,04/19/23 02:50:00 PM,9.18,69.40,,,,
1512,04/19/23 02:55:00 PM,9.18,69.40,,,,
1513,04/19/23 03:00:00 PM,9.19,69.40,,,,
1514,04/19/23 03:05:00 PM,9.18,69.40,,,,
1515,04/19/23 03:10:00 PM,9.19,69.40,,,,
1516,04/19/23 03:15:00 PM,9.18,69.40,,,,
1517,04/19/23 03:20:00 PM,9.18,69.40,,,,
1518,04/19/23 03:25:00 PM,9.18,69.40,,,,
1519,04/19/23 03:30:00 PM,9.18,69.44,,,,
1520,04/19/23 03:35:00 PM,9.18,69.44,,,,
1521,04/19/23 03:40:00 PM,9.18,69.48,,,,
1522,04/19/23 03:45:00 PM,9.17,69.48,,,,
1523,04/19/23 03:50:00 PM,9.18,69.51,,,,
1524,04/19/23 03:55:00 PM,9.17,69.51,,,,
1525,04/19/23 04:00:00 PM,9.18,69.51,,,,
1526,04/19/23 04:05:00 PM,9.18,69.51,,,,
1527,04/19/23 04:10:00 PM,9.17,69.55,,,,
1528,04/19/23 04:15:00 PM,9.17,69.55,,,,
1529,04/19/23 04:20:00 PM,9.17,69.58,,,,
1530,04/19/23 04:25:00 PM,9.17,69.62,,,,
1531,04/19/23 04:30:00 PM,9.16,69.66,,,,
1532,04/19/23 04:35:00 PM,9.16,69.69,,,,
1533,04/19/23 04:40:00 PM,9.15,69.76,,,,
1534,04/19/23 04:45:00 PM,9.15,69.80,,,,
1535,04/19/23 04:50:00 PM,9.14,69.84,,,,
1536,04/19/23 04:55:00 PM,9.14,69.87,,,,
1537,04/19/23 05:00:00 PM,9.14,69.91,,,,
1538,04/19/23 05:05:00 PM,9.14,69.94,,,,
1539,04/19/23 05:10:00 PM,9.14,69.94,,,,
1540,04/19/23 05:15:00 PM,9.13,69.98,,,,
1541,04/19/23 05:20:00 PM,9.13,69.98,,,,
1542,04/19/23 05:25:00 PM,9.16,69.98,,,,
1543,04/19/23 05:30:00 PM,9.20,69.66,,,,
1544,04/19/23 05:35:00 PM,9.26,69.19,,,,
1545,04/19/23 05:40:00 PM,9.31,68.61,,,,
1546,04/19/23 05:45:00 PM,9.36,68.07,,,,
1547,04/19/23 05:50:00 PM,9.42,67.53,,,,
1548,04/19/23 05:55:00 PM,9.46,67.06,,,,
1549,04/19/23 06:00:00 PM,9.42,66.67,,,,
1550,04/19/23 06:05:00 PM,9.36,66.31,,,,
1551,04/19/23 06:10:00 PM,9.39,66.02,,,,
1552,04/19/23 06:15:00 PM,9.41,65.73,,,,
1553,04/19/23 06:20:00 PM,9.43,65.48,,,,
1554,04/19/23 06:25:00 PM,9.46,65.23,,,,
1555,04/19/23 06:30:00 PM,9.49,64.98,,,,
1556,04/19/23 06:35:00 PM,9.52,64.69,,,,
1557,04/19/23 06:40:00 PM,9.54,64.44,,,,
1558,04/19/23 06:45:00 PM,9.57,64.18,,,,
1559,04/19/23 06:50:00 PM,9.59,63.97,,,,
1560,04/19/23 06:55:00 PM,9.61,63.72,,,,
1561,04/19/23 07:00:00 PM,9.62,63.50,,,,
1562,04/19/23 07:05:00 PM,9.65,63.28,,,,
1563,04/19/23 07:10:00 PM,9.68,63.10,,,,
1564,04/19/23 07:15:00 PM,9.70,62.89,,,,
1565,04/19/23 07:20:00 PM,9.72,62.71,,,,
1566,04/19/23 07:25:00 PM,9.74,62.53,,,,
1567,04/19/23 07:30:00 PM,9.76,62.31,,,,
1568,04/19/23 07:35:00 PM,9.89,62.13,,,,
1569,04/19/23 07:40:00 PM,9.91,61.99,,,,
1570,04/19/23 07:45:00 PM,9.99,61.84,,,,
1571,04/19/23 07:50:00 PM,9.98,61.77,,,,
1572,04/19/23 07:55:00 PM,9.98,61.74,,,,
1573,04/19/23 08:00:00 PM,10.03,61.66,,,,
1574,04/19/23 08:05:00 PM,10.02,61.59,,,,
1575,04/19/23 08:10:00 PM,10.03,61.52,,,,
1576,04/19/23 08:15:00 PM,10.04,61.45,,,,
1577,04/19/23 08:20:00 PM,10.04,61.38,,,,
1578,04/19/23 08:25:00 PM,10.05,61.30,,,,
1579,04/19/23 08:30:00 PM,10.06,61.23,,,,
1580,04/19/23 08:35:00 PM,10.07,61.16,,,,
1581,04/19/23 08:40:00 PM,10.07,61.09,,,,
1582,04/19/23 08:45:00 PM,10.08,61.02,,,,
1583,04/19/23 08:50:00 PM,10.09,60.91,,,,
1584,04/19/23 08:55:00 PM,10.12,60.84,,,,
1585,04/19/23 09:00:00 PM,10.12,60.73,,,,
1586,04/19/23 09:05:00 PM,10.13,60.62,,,,
1587,04/19/23 09:10:00 PM,10.14,60.51,,,,
1588,04/19/23 09:15:00 PM,10.16,60.44,,,,
1589,04/19/23 09:20:00 PM,10.16,60.33,,,,
1590,04/19/23 09:25:00 PM,10.18,60.19,,,,
1591,04/19/23 09:30:00 PM,10.19,60.08,,,,
1592,04/19/23 09:35:00 PM,10.21,59.94,,,,
1593,04/19/23 09:40:00 PM,10.23,59.79,,,,
1594,04/19/23 09:45:00 PM,10.24,59.65,,,,
1595,04/19/23 09:50:00 PM,10.24,59.50,,,,
1596,04/19/23 09:55:00 PM,10.27,59.36,,,,
1597,04/19/23 10:00:00 PM,10.30,59.22,,,,
1598,04/19/23 10:05:00 PM,10.30,59.04,,,,
1599,04/19/23 10:10:00 PM,10.33,58.89,,,,
1600,04/19/23 10:15:00 PM,10.34,58.71,,,,
1601,04/19/23 10:20:00 PM,10.35,58.53,,,,
1602,04/19/23 10:25:00 PM,10.38,58.39,,,,
1603,04/19/23 10:30:00 PM,10.41,58.21,,,,
1604,04/19/23 10:35:00 PM,10.43,58.03,,,,
1605,04/19/23 10:40:00 PM,10.45,57.85,,,,
1606,04/19/23 10:45:00 PM,10.48,57.63,,,,
1607,04/19/23 10:50:00 PM,10.49,57.45,,,,
1608,04/19/23 10:55:00 PM,10.52,57.27,,,,
1609,04/19/23 11:00:00 PM,10.54,57.06,,,,
1610,04/19/23 11:05:00 PM,10.57,56.88,,,,
1611,04/19/23 11:10:00 PM,10.60,56.66,,,,
1612,04/19/23 11:15:00 PM,10.62,56.48,,,,
1613,04/19/23 11:20:00 PM,10.64,56.26,,,,
1614,04/19/23 11:25:00 PM,10.66,56.05,,,,
1615,04/19/23 11:30:00 PM,10.71,55.83,,,,
1616,04/19/23 11:35:00 PM,10.73,55.62,,,,
1617,04/19/23 11:40:00 PM,10.75,55.40,,,,
1618,04/19/23 11:45:00 PM,10.78,55.18,,,,
1619,04/19/23 11:50:00 PM,10.81,54.97,,,,
1620,04/19/23 11:55:00 PM,10.83,54.75,,,,
1621,04/20/23 12:00:00 AM,10.86,54.54,,,,
1622,04/20/23 12:05:00 AM,10.89,54.32,,,,
1623,04/20/23 12:10:00 AM,10.91,54.10,,,,
1624,04/20/23 12:15:00 AM,10.95,53.89,,,,
1625,04/20/23 12:20:00 AM,10.97,53.67,,,,
1626,04/20/23 12:25:00 AM,11.01,53.42,,,,
1627,04/20/23 12:30:00 AM,11.04,53.20,,,,
1628,04/20/23 12:35:00 AM,11.07,52.99,,,,
1629,04/20/23 12:40:00 AM,11.09,52.77,,,,
1630,04/20/23 12:45:00 AM,11.12,52.56,,,,
1631,04/20/23 12:50:00 AM,11.15,52.34,,,,
1632,04/20/23 12:55:00 AM,11.19,52.12,,,,
1633,04/20/23 01:00:00 AM,11.21,51.91,,,,
1634,04/20/23 01:05:00 AM,11.25,51.69,,,,
1635,04/20/23 01:10:00 AM,11.26,51.48,,,,
1636,04/20/23 01:15:00 AM,11.30,51.22,,,,
1637,04/20/23 01:20:00 AM,11.34,51.01,,,,
1638,04/20/23 01:25:00 AM,11.37,50.83,,,,
1639,04/20/23 01:30:00 AM,11.39,50.61,,,,
1640,04/20/23 01:35:00 AM,11.44,50.40,,,,
1641,04/20/23 01:40:00 AM,11.46,50.18,,,,
1642,04/20/23 01:45:00 AM,11.49,49.96,,,,
1643,04/20/23 01:50:00 AM,11.51,49.78,,,,
1644,04/20/23 01:55:00 AM,11.54,49.57,,,,
1645,04/20/23 02:00:00 AM,11.56,49.35,,,,
1646,04/20/23 02:05:00 AM,11.60,49.17,,,,
1647,04/20/23 02:10:00 AM,11.63,48.96,,,,
1648,04/20/23 02:15:00 AM,11.66,48.78,,,,
1649,04/20/23 02:20:00 AM,11.68,48.56,,,,
1650,04/20/23 02:25:00 AM,11.71,48.38,,,,
1651,04/20/23 02:30:00 AM,11.75,48.20,,,,
1652,04/20/23 02:35:00 AM,11.77,47.98,,,,
1653,04/20/23 02:40:00 AM,11.80,47.80,,,,
1654,04/20/23 02:45:00 AM,11.83,47.62,,,,
1655,04/20/23 02:50:00 AM,11.86,47.44,,,,
1656,04/20/23 02:55:00 AM,11.88,47.26,,,,
1657,04/20/23 03:00:00 AM,11.91,47.08,,,,
1658,04/20/23 03:05:00 AM,11.94,46.90,,,,
1659,04/20/23 03:10:00 AM,11.96,46.76,,,,
1660,04/20/23 03:15:00 AM,11.99,46.58,,,,
1661,04/20/23 03:20:00 AM,12.01,46.40,,,,
1662,04/20/23 03:25:00 AM,12.05,46.26,,,,
1663,04/20/23 03:30:00 AM,12.07,46.08,,,,
1664,04/20/23 03:35:00 AM,12.09,45.93,,,,
1665,04/20/23 03:40:00 AM,12.11,45.79,,,,
1666,04/20/23 03:45:00 AM,12.14,45.61,,,,
1667,04/20/23 03:50:00 AM,12.16,45.46,,,,
1668,04/20/23 03:55:00 AM,12.19,45.32,,,,
1669,04/20/23 04:00:00 AM,12.21,45.18,,,,
1670,04/20/23 04:05:00 AM,12.23,45.07,,,,
1671,04/20/23 04:10:00 AM,12.25,44.89,,,,
1672,04/20/23 04:15:00 AM,12.27,44.78,,,,
1673,04/20/23 04:20:00 AM,12.29,44.64,,,,
1674,04/20/23 04:25:00 AM,12.31,44.49,,,,
1675,04/20/23 04:30:00 AM,12.34,44.38,,,,
1676,04/20/23 04:35:00 AM,12.36,44.24,,,,
1677,04/20/23 04:40:00 AM,12.38,44.13,,,,
1678,04/20/23 04:45:00 AM,12.39,44.02,,,,
1679,04/20/23 04:50:00 AM,12.42,43.88,,,,
1680,04/20/23 04:55:00 AM,12.43,43.77,,,,
1681,04/20/23 05:00:00 AM,12.44,43.66,,,,
1682,04/20/23 05:05:00 AM,12.47,43.56,,,,
1683,04/20/23 05:10:00 AM,12.49,43.45,,,,
1684,04/20/23 05:15:00 AM,12.51,43.34,,,,
1685,04/20/23 05:20:00 AM,12.51,43.23,,,,
1686,04/20/23 05:25:00 AM,12.54,43.16,,,,
1687,04/20/23 05:30:00 AM,12.55,43.05,,,,
1688,04/20/23 05:35:00 AM,12.56,42.98,,,,
1689,04/20/23 05:40:00 AM,12.56,42.87,,,,
1690,04/20/23 05:45:00 AM,12.59,42.80,,,,
1691,04/20/23 05:50:00 AM,12.59,42.73,,,,
1692,04/20/23 05:55:00 AM,12.63,42.66,,,,
1693,04/20/23 06:00:00 AM,12.63,42.58,,,,
1694,04/20/23 06:05:00 AM,12.64,42.51,,,,
1695,04/20/23 06:10:00 AM,12.65,42.44,,,,
1696,04/20/23 06:15:00 AM,12.66,42.37,,,,
1697,04/20/23 06:20:00 AM,12.67,42.30,,,,
1698,04/20/23 06:25:00 AM,12.66,42.26,,,,
1699,04/20/23 06:30:00 AM,12.66,42.22,,,,
1700,04/20/23 06:35:00 AM,12.69,42.26,,,,
1701,04/20/23 06:40:00 AM,12.62,42.44,,,,
1702,04/20/23 06:45:00 AM,12.59,42.66,,,,
1703,04/20/23 06:50:00 AM,12.55,42.98,,,,
1704,04/20/23 06:55:00 AM,12.47,43.34,,,,
1705,04/20/23 07:00:00 AM,12.40,43.77,,,,
1706,04/20/23 07:05:00 AM,12.34,44.24,,,,
1707,04/20/23 07:10:00 AM,12.21,44.78,,,,
1708,04/20/23 07:15:00 AM,12.11,45.32,,,,
1709,04/20/23 07:20:00 AM,12.06,45.90,,,,
1710,04/20/23 07:25:00 AM,11.90,46.47,,,,
1711,04/20/23 07:30:00 AM,11.59,47.08,,,,
1712,04/20/23 07:35:00 AM,11.57,47.70,,,,
1713,04/20/23 07:40:00 AM,11.52,48.31,,,,
1714,04/20/23 07:45:00 AM,11.45,48.92,,,,
1715,04/20/23 07:50:00 AM,11.23,49.50,,,,
1716,04/20/23 07:55:00 AM,11.06,50.07,,,,
1717,04/20/23 08:00:00 AM,11.05,50.65,,,,
1718,04/20/23 08:05:00 AM,11.11,51.22,,,,
1719,04/20/23 08:10:00 AM,11.11,51.76,,,,
1720,04/20/23 08:15:00 AM,11.12,52.30,,,,
1721,04/20/23 08:20:00 AM,11.15,52.81,,,,
1722,04/20/23 08:25:00 AM,11.04,53.31,,,,
1723,04/20/23 08:30:00 AM,10.97,53.82,,,,
1724,04/20/23 08:35:00 AM,10.95,54.28,,,,
1725,04/20/23 08:40:00 AM,10.91,54.75,,,,
1726,04/20/23 08:45:00 AM,10.86,55.11,,,,
1727,04/20/23 08:50:00 AM,10.81,55.47,,,,
1728,04/20/23 08:55:00 AM,10.77,55.80,,,,
1729,04/20/23 09:00:00 AM,10.73,56.08,,,,
1730,04/20/23 09:05:00 AM,10.71,56.30,,,,
1731,04/20/23 09:10:00 AM,10.73,56.26,,,,
1732,04/20/23 09:15:00 AM,10.75,56.05,,,,
1733,04/20/23 09:20:00 AM,10.79,55.72,,,,
1734,04/20/23 09:25:00 AM,10.83,55.36,,,,
1735,04/20/23 09:30:00 AM,10.89,54.97,,,,
1736,04/20/23 09:35:00 AM,10.88,53.71,,,,
1737,04/20/23 09:40:00 AM,11.05,52.77,,,,
1738,04/20/23 09:45:00 AM,11.17,52.05,,,,
1739,04/20/23 09:50:00 AM,11.29,51.40,,,,
1740,04/20/23 09:55:00 AM,11.37,50.83,,,,
1741,04/20/23 10:00:00 AM,11.44,50.36,,,,
1742,04/20/23 10:05:00 AM,11.50,49.89,,,,
1743,04/20/23 10:10:00 AM,11.57,49.46,,,,
1744,04/20/23 10:15:00 AM,11.64,49.03,,,,
1745,04/20/23 10:20:00 AM,11.69,48.67,,,,
1746,04/20/23 10:25:00 AM,11.75,48.31,,,,
1747,04/20/23 10:30:00 AM,11.79,47.98,,,,
1748,04/20/23 10:35:00 AM,11.82,47.70,,,,
1749,04/20/23 10:40:00 AM,11.86,47.44,,,,
1750,04/20/23 10:45:00 AM,11.89,47.23,,,,
1751,04/20/23 10:50:00 AM,11.92,47.05,,,,
1752,04/20/23 10:55:00 AM,11.94,46.87,,,,
1753,04/20/23 11:00:00 AM,11.94,46.83,,,,
1754,04/20/23 11:05:00 AM,11.95,46.80,,,,
1755,04/20/23 11:10:00 AM,11.95,46.76,,,,
1756,04/20/23 11:15:00 AM,11.95,46.72,,,,
1757,04/20/23 11:16:36 AM,,,Logged,,,
1758,04/20/23 11:16:38 AM,,,,Logged,,
1759,04/20/23 11:20:00 AM,11.83,47.12,,,,
1760,04/20/23 11:20:07 AM,,,,,Logged,
1761,04/20/23 11:20:20 AM,,,Logged,,,
1762,04/20/23 11:20:21 AM,,,,Logged,,Logged
